name,genus,dexNumber,primaryType,colorTheme,hp,heightM,weightKg,flavorText,spriteUrl,showMotionPrompt
seaking,Goldfish Pokémon,119,water,red,80,1.3,39.0,"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/119.png,true
staryu,Star Shape Pokémon,120,water,brown,30,0.8,34.5,"If its body is torn, it can grow back if the red core remains. The core flashes at midnight.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/120.png,true
starmie,Mysterious Pokémon,121,water,purple,60,1.1,80.0,Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/121.png,true
mr-mime,Barrier Pokémon,122,psychic,pink,40,1.3,54.5,"If interrupted while it is miming, it will slap around the offender with its broad hands.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/122.png,true
scyther,Mantis Pokémon,123,bug,green,70,1.5,56.0,"With ninja-like agility and speed, it can create the illusion that there is more than one.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/123.png,true
jynx,Human Shape Pokémon,124,ice,red,65,1.4,40.6,It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/124.png,true
electabuzz,Electric Pokémon,125,electric,yellow,65,1.1,30.0,"Normally found near power plants, they can wander away and cause major blackouts in cities.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/125.png,true
magmar,Spitfire Pokémon,126,fire,red,65,1.3,44.5,Its body always burns with an orange glow that enables it to hide perfectly among flames.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/126.png,true
pinsir,Stag Beetle Pokémon,127,bug,brown,65,1.5,55.0,"If it fails to crush the victim in its pincers, it will swing it around and toss it hard.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/127.png,true
tauros,Wild Bull Pokémon,128,normal,brown,75,1.4,88.4,"When it targets an enemy, it charges furiously while whipping its body with its long tails.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/128.png,true
magikarp,Fish Pokémon,129,water,red,20,0.9,10.0,"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/129.png,true
gyarados,Atrocious Pokémon,130,water,blue,95,6.5,235.0,"Once it begins to rampage, a GYARADOS will burn everything down, even in a harsh storm.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/130.png,true
lapras,Transport Pokémon,131,water,blue,130,2.5,220.0,A POKéMON that has been over­ hunted almost to extinction. It can ferry people across the water.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/131.png,true
ditto,Transform Pokémon,132,normal,purple,48,0.3,4.0,Capable of copying an enemy's genetic code to instantly transform itself into a duplicate of the enemy.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/132.png,true
eevee,Evolution Pokémon,133,normal,brown,55,0.3,6.5,Its genetic code is irregular. It may mutate if it is exposed to radiation from element STONEs.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/133.png,true
vaporeon,Bubble Jet Pokémon,134,water,blue,130,1.0,29.0,Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid's.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/134.png,true
jolteon,Lightning Pokémon,135,electric,yellow,65,0.8,24.5,It accumulates negative ions in the atmosphere to blast out 10000- volt lightning bolts.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/135.png,true
flareon,Flame Pokémon,136,fire,red,65,0.9,25.0,"When storing thermal energy in its body, its temperature could soar to over 1600 degrees.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/136.png,true
porygon,Virtual Pokémon,137,normal,pink,65,0.8,36.5,A POKéMON that consists entirely of programming code. Capable of moving freely in cyberspace.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/137.png,true
omanyte,Spiral Pokémon,138,rock,blue,35,0.4,7.5,"Although long extinct, in rare cases, it can be genetically resurrected from fossils.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/138.png,true
omastar,Spiral Pokémon,139,rock,blue,70,1.0,35.0,A prehistoric POKéMON that died out when its heavy shell made it impossible to catch prey.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/139.png,true
kabuto,Shellfish Pokémon,140,rock,brown,30,0.5,11.5,A POKéMON that was resurrected from a fossil found in what was once the ocean floor eons ago.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/140.png,true
kabutops,Shellfish Pokémon,141,rock,brown,60,1.3,40.5,Its sleek shape is perfect for swim­ ming. It slashes prey with its claws and drains the body fluids.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/141.png,true
aerodactyl,Fossil Pokémon,142,rock,purple,80,1.8,59.0,A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/142.png,true
snorlax,Sleeping Pokémon,143,normal,black,160,2.1,460.0,"Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/143.png,true
articuno,Freeze Pokémon,144,ice,blue,90,1.7,55.4,A legendary bird POKéMON that is said to appear to doomed people who are lost in icy mountains.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/144.png,true
zapdos,Electric Pokémon,145,electric,yellow,90,1.6,52.6,A legendary bird POKéMON that is said to appear from clouds while dropping enormous lightning bolts.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/145.png,true
moltres,Flame Pokémon,146,fire,yellow,90,2.0,60.0,Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/146.png,true
dratini,Dragon Pokémon,147,dragon,blue,41,1.8,3.3,Long considered a mythical POKéMON until recently when a small colony was found living underwater.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/147.png,true
dragonair,Dragon Pokémon,148,dragon,blue,61,4.0,16.5,A mystical POKéMON that exudes a gentle aura. Has the ability to change climate conditions.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/148.png,true
dragonite,Dragon Pokémon,149,dragon,brown,91,2.2,210.0,An extremely rarely seen marine POKéMON. Its intelligence is said to match that of humans.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/149.png,true
mewtwo,Genetic Pokémon,150,psychic,purple,106,2.0,122.0,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/150.png,true
mew,New Species Pokémon,151,psychic,pink,100,0.4,4.0,So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/151.png,true
chikorita,Leaf Pokémon,152,grass,green,45,0.9,6.4,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up the sun's rays.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/152.png,true
bayleef,Leaf Pokémon,153,grass,green,60,1.2,15.8,"The scent of spices comes from around its neck. Somehow, sniffing it makes you want to fight.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/153.png,true
meganium,Herb Pokémon,154,grass,green,80,1.8,100.5,The aroma that rises from its petals contains a substance that calms aggressive feelings.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/154.png,true
cyndaquil,Fire Mouse Pokémon,155,fire,yellow,39,0.5,7.9,"It has a timid nature. If it is startled, the flames on its back burn more vigorously.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/155.png,true
quilava,Volcano Pokémon,156,fire,yellow,58,0.9,19.0,Be careful if it turns its back during battle. It means that it will attack with the fire on its back.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/156.png,true
typhlosion,Volcano Pokémon,157,fire,yellow,78,1.7,79.5,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/157.png,true
totodile,Big Jaw Pokémon,158,water,blue,50,0.6,9.5,Its well-developed jaws are powerful and capable of crushing anything. Even its trainer must be careful.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/158.png,true
croconaw,Big Jaw Pokémon,159,water,blue,65,1.1,25.0,"If it loses a fang, a new one grows back in its place. There are always 48 fangs lining its mouth.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/159.png,true
feraligatr,Big Jaw Pokémon,160,water,blue,85,2.3,88.8,"When it bites with its massive and powerful jaws, it shakes its head and savagely tears its victim up.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/160.png,true
sentret,Scout Pokémon,161,normal,brown,35,0.8,6.0,"A very cautious POKéMON, it raises itself up using its tail to get a better view of its surroundings.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/161.png,true
furret,Long Body Pokémon,162,normal,brown,85,1.8,32.5,It makes a nest to suit its long and skinny body. The nest is impossible for other POKéMON to enter.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/162.png,true
hoothoot,Owl Pokémon,163,normal,brown,60,0.7,21.2,"It always stands on one foot. It changes feet so fast, the movement can rarely be seen.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/163.png,true
noctowl,Owl Pokémon,164,normal,brown,100,1.6,40.8,Its eyes are specially adapted. They concentrate even faint light and enable it to see in the dark.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/164.png,true
ledyba,Five Star Pokémon,165,bug,red,40,1.0,10.8,It is very timid. It will be afraid to move if it is alone. But it will be active if it is in a group.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/165.png,true
ledian,Five Star Pokémon,166,bug,red,55,1.4,35.6,"When the stars flicker in the night sky, it flutters about, scattering a glowing powder.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/166.png,true
spinarak,String Spit Pokémon,167,bug,green,40,0.5,8.5,"It lies still in the same pose for days in its web, waiting for its unsuspecting prey to wander close.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/167.png,true
ariados,Long Leg Pokémon,168,bug,red,70,1.1,33.5,It spins string not only from its rear but also from its mouth. It is hard to tell which end is which.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/168.png,true
crobat,Bat Pokémon,169,poison,purple,85,1.8,75.0,It flies so si­ lently through the dark on its four wings that it may not be noticed even when nearby.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/169.png,true
chinchou,Angler Pokémon,170,water,blue,75,0.5,12.0,Chinchou blink their shining antennae at one another to claim their respective turf.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/170.png,true
lanturn,Light Pokémon,171,water,blue,125,1.2,22.5,The light it emits is so bright that it can illuminate the sea's surface from a depth of over three miles.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/171.png,true
pichu,Tiny Mouse Pokémon,172,electric,yellow,20,0.3,2.0,It is not yet skilled at storing electricity. It may send out a jolt if amused or startled.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/172.png,true
cleffa,Star Shape Pokémon,173,fairy,pink,50,0.3,3.0,"Because of its unusual, star-like silhouette, people believe that it came here on a meteor.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/173.png,true
igglybuff,Balloon Pokémon,174,normal,pink,90,0.3,1.0,"It has a very soft body. If it starts to roll, it will bounce all over and be impossible to stop.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/174.png,true
